cycle_id,pond_id,species_id,total_seed,area,initial_age,limit_weight_per_area,target_cultivation_day,target_size,pond_size,padat_tebar,total_feed,avg_feed_per_day,avg_growth_feed,size_harvest,weight_harvest,total_harvested,selling_price,cycle_lead_time,harvest_time,total_seed_type_actual,total_seed_type_gross,total_seed_type_net,pond_name_A,pond_name_A1,pond_name_A2,pond_name_A3,pond_name_A4,pond_name_Other,survival_rate,survival_rate_pred,avg_body_weight,avg_body_weight_pred
4750,15563,1,43200,400.0,0,1.25,91,50.0,400.0,17280000.0,908.0,2.55,0.0,143.0,660.2,45143,33729000,91,91,0,0,1,1,0,0,0,0,0,100.0,96.98,10.78,10.696642048881342
4751,15564,1,43200,400.0,0,1.25,91,50.0,400.0,17280000.0,916.0,2.54,0.01,138.0,664.8,47743,33729000,91,91,0,0,1,0,0,0,0,0,1,100.0,98.34,10.51,10.486033274050506
4887,12688,1,62000,245.0,0,1.25,120,45.0,216.0,13392000.0,858.9,12.82,0.43,90.0,850.0,76500,33729000,67,67,0,0,1,0,0,0,0,0,1,100.0,99.28,6.1,6.510434442429633
4896,12737,1,70000,700.0,0,1.25,120,45.0,700.0,49000000.0,327.95,8.0,0.17,212.0,266.0,56392,33729000,43,43,0,0,1,0,0,0,0,0,1,80.56,81.69,4.7,4.569982690580257
4938,9603,1,75000,404.0,0,1.2,120,45.0,403.88,30291075.0,383.32,7.67,0.3,160.0,334.0,53440,16700000,54,54,0,0,1,0,0,0,0,0,1,71.25,72.1,3.66,4.684762794976495
4946,12751,1,200000,4300.0,0,1.25,120,45.0,4300.14,860027760.0,1551.8,22.82,0.67,93.0,1261.0,117273,33729000,59,59,0,0,1,0,0,1,0,0,0,58.64,59.8,6.99,6.941291308242606
5222,16224,1,251376,1600.0,1,2.0,138,45.0,1600.0,402201600.0,6578.0,49.09,0.24,261.0,3724.57,166915,289022185,137,135,0,0,1,0,0,0,0,0,1,66.4,66.03,17.29,15.719656753883374
5223,13378,1,372000,2400.0,1,2.0,140,45.0,2400.0,892800000.0,10531.0,78.59,0.63,394.0,5951.82,266957,459933540,140,135,0,0,1,0,0,0,0,0,1,71.76,71.54,15.31,14.540079832289166
5435,16048,1,351750,1385.0,0,1.25,120,45.0,1384.92,487146700.42,2388.95,43.44,1.24,246.0,1241.74,143318,70195878,57,57,0,0,1,0,0,0,0,0,1,40.74,42.42,5.35,5.946626898137263
5677,12686,1,150000,600.0,0,1.25,120,45.0,599.82,89972820.0,2100.0,25.61,0.11,114.0,1513.0,78033,33729000,81,81,0,0,1,0,0,0,0,0,1,52.02,52.45,15.87,13.385280196898467
5731,16777,1,100000,1000.0,0,1.25,81,60.0,559.99,55999170.0,1360.8,17.67,0.39,194.0,915.0,79625,33729000,81,81,0,0,1,0,0,0,0,0,1,79.63,80.68,7.57,9.170614926952128
5902,17014,1,70170,800.0,0,1.25,121,45.0,799.84,56125011.38,1912.9,15.94,0.12,265.0,1341.06,59785,99975802,121,121,0,0,1,0,0,0,0,0,1,85.2,83.46,16.79,15.96058449425504
5903,17015,1,70170,800.0,0,1.25,121,45.0,799.84,56125011.38,1824.9,15.21,0.13,248.0,1457.7,58034,112853062,121,121,0,0,1,0,0,0,0,0,1,82.7,82.9,16.41,15.980439556262745
5918,17028,1,77000,800.0,0,1.25,127,45.0,799.84,61587941.8,2622.5,20.81,0.14,277.0,1907.34,74744,155310717,127,127,0,0,1,0,0,0,0,0,1,97.07,96.2,16.66,15.868179340746694
5919,17029,1,77000,800.0,0,1.25,127,45.0,799.84,61587941.8,1799.6,14.28,0.11,140.0,1075.96,33175,94063477,127,127,0,0,1,0,0,0,0,0,1,43.08,43.91,17.86,16.18473735567052
5920,17030,1,76800,800.0,0,1.25,144,45.0,799.84,61427973.12,1687.0,15.77,0.04,194.0,900.0,43484,67383414,108,108,0,0,1,0,0,0,0,0,1,56.62,56.95,13.89,14.112672124273645
5921,17031,1,76800,800.0,0,1.25,120,45.0,799.84,61427973.12,1745.2,16.31,0.04,194.0,1077.7,50380,82229457,108,108,0,0,1,0,0,0,0,0,1,65.6,65.22,13.91,14.22747732884991
6431,17979,1,180000,1000.0,0,1.25,120,45.0,1499.91,241500000.0,1308.6,24.69,0.98,365.0,350.0,64500,33729000,53,53,0,0,1,0,0,0,0,0,1,35.83,35.69,5.13,5.515997598629585
6628,16472,1,200000,810.0,0,1.2,120,45.0,810.0,161999800.0,1549.5,29.24,0.74,456.0,1138.0,185010,33729000,55,55,0,0,1,0,0,0,0,0,1,92.51,89.93,3.96,5.056856451405893
6952,12688,1,60000,216.0,0,1.25,120,45.0,216.0,12960000.0,543.22,9.05,0.26,120.0,600.0,72000,33729000,66,66,0,0,1,0,0,0,0,0,1,100.0,99.41,4.87,6.118724574302114
7130,12686,1,185000,600.0,0,1.25,120,45.0,599.82,110966478.0,1694.0,33.22,0.68,393.0,1769.0,216600,33729000,52,52,0,0,1,0,0,0,0,0,1,100.0,97.1,5.0,5.772550811127866
7273,19168,1,75000,300.0,0,1.2,120,45.0,300.0,22500000.0,700.0,6.8,0.11,140.0,611.89,44859,37278708,94,94,0,0,1,0,0,0,0,0,1,59.81,58.91,11.2,10.671747276447318
7276,19171,1,75000,300.0,0,1.2,120,45.0,300.0,22500000.0,700.0,6.8,0.11,128.0,640.9,41410,41085990,94,94,0,0,1,0,0,0,0,0,1,55.21,54.95,11.2,10.724138843121382
7277,19172,1,75000,300.0,0,1.2,120,45.0,300.0,22500000.0,700.0,6.8,0.11,121.0,558.5,32433,36759200,84,84,0,0,1,0,0,0,0,0,1,43.24,43.25,11.2,10.764682776018548
7289,19190,1,75000,200.0,0,1.25,120,45.0,300.0,22500000.0,700.0,6.8,0.11,131.0,432.0,28989,26816400,84,84,0,0,1,0,0,0,0,0,1,38.65,39.93,11.2,9.660379422869006
7293,19198,1,75000,200.0,0,1.25,120,45.0,300.0,22500000.0,700.0,6.8,0.11,120.0,799.5,45295,51970500,84,84,0,0,1,0,0,0,0,0,1,60.39,60.1,11.2,10.87088225661335
7303,19206,1,75000,300.0,0,1.25,120,45.0,300.0,22500000.0,700.0,6.8,0.11,132.0,662.0,38622,42697400,84,84,0,0,1,0,0,0,0,0,1,51.5,52.13,11.2,10.891275410062068
7605,19580,1,524394,1000.0,1,1.25,120,45.0,2500.14,1311059463.95,7154.86,12.6,0.0,780.0,2463.24,247091,131897467,119,119,0,0,1,0,0,0,0,0,1,47.12,49.77,7.67,9.821354432283064
7617,19187,1,424080,3534.0,1,1.25,120,45.0,3533.59,1498523659.78,3567.3,46.94,0.41,87.0,2898.7,252187,33729000,77,77,0,0,1,0,0,0,0,0,1,59.47,60.6,5.09,6.863381600400991
7622,16052,1,138321,1096.0,1,1.25,120,45.0,1096.05,151607299.17,2304.2,24.78,0.19,218.0,1540.7,97760,33729000,94,94,0,0,1,0,0,0,0,0,1,70.68,71.84,9.45,10.931406159896742
7876,16691,1,257040,1000.0,0,2.0,120,45.0,1040.11,267350696.93,4356.4,42.71,0.34,711.0,2666.58,187117,33729000,103,103,0,0,1,0,0,0,0,0,1,72.8,74.98,10.88,11.111561791983386
7991,18386,1,320855,2000.0,0,1.25,90,45.0,2000.02,641715518.71,9394.0,32.06,0.22,187.0,9099.33,433935,677713717,81,81,0,0,1,0,1,0,0,0,0,100.0,99.05,12.2,12.485324982928857
7995,18395,1,13664,80.0,0,1.25,90,45.0,80.06,1093905.68,381.2,1.36,0.01,59.0,242.82,14326,16336491,77,77,0,0,1,0,0,0,0,0,1,100.0,94.34,10.19,10.238379043386244
7996,18396,1,11956,1000.0,0,1.25,90,45.0,1499.91,241500000.0,379.3,1.35,0.01,51.0,235.23,11997,16126134,77,77,0,0,1,0,0,0,0,0,1,100.0,82.92,11.55,11.299972481200713
7997,18397,1,56364,1000.0,0,1.25,90,45.0,281.45,15863427.98,707.9,3.58,0.04,182.0,567.05,51602,28421537,52,52,0,0,1,0,0,0,0,0,1,91.55,91.34,8.58,7.12220845976578
7998,18398,1,23912,1000.0,0,1.25,90,45.0,1499.91,241500000.0,725.7,2.56,0.02,47.0,475.49,22348,34764128,77,77,0,0,1,0,0,0,0,0,1,93.46,86.99,13.44,12.200150062408346
7999,18399,1,23912,1000.0,0,1.25,90,45.0,1499.91,241500000.0,1221.6,4.3,0.02,47.0,610.85,28710,44488259,77,77,0,0,1,0,0,0,0,0,1,100.0,96.09,13.07,12.001712786503573
8000,18390,1,401809,2500.0,0,1.25,90,45.0,2500.14,1004579556.88,9148.0,31.22,0.2,198.0,9319.19,496236,701634153,83,83,0,0,1,0,0,0,0,0,1,100.0,99.28,11.43,11.948736040702787
8005,18349,1,662300,3680.0,0,1.25,90,45.0,3680.43,2437546802.1,15196.0,55.87,0.24,296.0,11332.81,645356,757897430,70,70,0,0,1,0,0,0,0,0,1,97.44,92.19,10.6,11.141802825937393
8006,18350,1,277500,1540.0,0,1.25,120,45.0,1540.09,427374114.75,8452.0,28.17,0.16,172.0,6690.91,327378,407679779,80,80,0,0,1,0,0,0,0,0,1,100.0,99.4,13.53,12.123459129241217
8008,18352,1,614250,3410.0,0,1.25,90,45.0,3409.94,2094552635.18,14169.0,49.89,0.34,205.0,10865.36,637364,715406666,82,82,0,0,1,0,0,0,0,0,1,100.0,94.0,11.91,12.074133342877447
8011,18355,1,469900,2600.0,0,1.25,90,45.0,2600.14,1221806161.92,13476.0,45.99,0.28,103.0,11756.56,488778,900994991,82,82,0,0,1,0,0,0,0,0,1,100.0,97.39,14.83,12.773667904254173
8012,18356,1,210900,1170.0,0,1.25,90,45.0,1169.99,246750891.0,6254.0,21.34,0.11,111.0,5180.57,249059,379414590,80,80,0,0,1,0,0,0,0,0,1,100.0,98.52,12.97,12.332574978757473
8013,18357,1,320050,1780.0,0,1.25,90,45.0,1780.23,569762227.44,9943.0,33.94,0.22,173.0,5748.88,283913,415567765,83,83,0,0,1,0,0,0,0,0,1,88.71,89.64,13.64,12.355062620356932
8014,18394,1,90720,1000.0,0,1.25,90,36.0,527.48,47853239.62,3215.5,10.79,0.06,106.0,2595.8,117918,200302755,81,81,0,0,1,0,0,0,0,0,1,100.0,98.65,14.12,12.642039392581097
8092,19378,1,120000,1000.0,0,1.2,120,45.0,1000.01,120001068.0,606.0,9.47,-0.03,375.0,265.0,52625,265,70,70,0,0,1,0,0,0,0,0,1,43.85,45.21,3.15,4.239941591924556
8259,20257,1,597864,2500.0,1,1.25,120,45.0,2500.14,1494744896.69,8129.7,15.69,0.03,546.0,4312.66,469940,223897948,108,108,0,0,1,0,0,0,0,0,1,78.6,81.45,7.72,9.124574438606054
8265,20322,1,681750,2500.0,1,1.25,120,45.0,2500.14,1704471808.5,8038.7,15.55,0.0,783.0,3321.71,374388,166101414,109,109,0,0,1,0,0,0,0,0,1,54.92,61.42,6.72,8.68221137866219
8266,20323,1,496200,2500.0,1,1.25,120,45.0,2500.14,1240570460.4,7308.8,13.76,0.0,542.0,1868.61,131007,116496148,113,113,0,0,1,0,0,0,0,0,1,26.4,30.89,11.23,10.67853632657319
8292,16476,1,100000,810.0,0,1.2,120,45.0,810.0,81000000.0,653.2,15.19,1.14,137.0,750.0,102750,33750000,43,43,0,0,1,0,0,0,0,0,1,100.0,98.8,5.0,5.195957834586866
8475,20894,1,60000,1500.0,0,1.2,120,45.0,1499.91,89994528.0,352.6,7.84,0.06,645.0,695.0,106420,33729000,49,49,0,0,1,0,0,0,0,0,1,100.0,99.37,6.09,5.761746477506411
8578,19372,1,250000,2000.0,0,1.25,120,45.0,2000.02,500004300.0,959.0,17.76,0.03,1095.0,736.0,173760,356,57,57,0,0,1,0,0,0,0,0,1,69.5,69.98,4.62,5.058077309561929
8716,17589,1,120000,625.0,0,1.25,120,45.0,625.04,75004260.0,851.5,15.21,-0.22,490.0,550.0,131000,550,57,57,0,0,1,0,0,0,0,0,1,100.0,98.58,4.12,4.687065853685355
8985,20888,1,320000,2000.0,0,1.25,153,45.0,2000.02,640005504.0,8124.9,13.0,0.0,212.97,5010.62,189369,453099558,137,137,0,1,0,0,0,0,0,0,1,59.18,60.45,20.35,17.203436604620876
8988,21223,1,20000,2022.0,0,1.25,120,45.0,2021.76,40435296.0,60.0,1.88,0.03,660.0,97.0,24900,96,51,51,0,0,1,1,0,0,0,0,0,100.0,96.16,3.7,3.999306400070375
9057,21898,1,120000,636.0,0,1.25,120,55.0,635.98,76317696.0,859.0,14.32,-0.15,450.0,419.0,93420,200,60,60,0,0,1,0,0,0,0,0,1,77.85,77.1,3.7,4.452029155752631
9058,21899,1,75000,2000.0,0,1.25,120,45.0,2000.02,150001290.0,312.0,7.09,0.02,313.0,495.0,75485,495,44,44,0,0,1,0,0,0,0,0,1,100.0,97.34,6.1,4.998681062348954
9090,21959,1,312500,2500.0,1,1.25,120,45.0,2500.14,781294375.0,6515.8,14.64,0.03,634.69,4119.54,258449,83597961,114,114,0,0,1,0,0,0,0,0,1,82.7,81.5,10.54,10.649892156459089
9091,21960,1,312500,2500.0,1,1.25,120,45.0,2500.14,781294375.0,6270.8,14.09,0.03,612.5,3915.38,238566,87454674,113,113,0,0,1,0,0,0,0,0,1,76.34,76.72,10.88,10.858598911069434
9093,21962,1,312500,2500.0,0,1.25,120,45.0,2500.14,781294375.0,6885.8,15.58,0.03,653.04,4191.4,269249,87158534,113,113,0,0,1,0,0,0,0,0,1,86.16,84.68,10.18,10.523599535381909
9094,21963,1,250000,1600.0,0,1.25,128,45.0,1600.02,400005400.0,4796.2,10.95,0.03,677.45,2950.58,189446,64856424,112,112,0,0,1,0,0,0,0,0,1,75.78,75.17,10.07,10.621667104272145
9095,21964,1,312500,2500.0,0,1.25,120,45.0,2500.14,781294375.0,6840.5,15.62,0.04,648.16,4115.18,252483,91220725,113,113,0,0,1,0,0,0,0,0,1,80.79,80.39,10.45,10.601449083244177
9096,21965,1,312500,2500.0,1,1.25,120,45.0,2500.14,781294375.0,6749.8,15.17,0.03,547.92,4004.08,215790,101499927,113,113,0,0,1,0,0,0,0,0,1,69.05,69.14,12.49,11.204416462317774
9097,21966,1,312500,2500.0,1,1.25,120,45.0,2500.14,781294375.0,6488.8,14.58,0.03,592.39,3961.34,227872,90223252,114,114,0,0,1,0,0,0,0,0,1,72.92,73.43,11.37,10.982947486171371
9098,21967,1,312500,2500.0,0,1.25,120,45.0,2500.14,781294375.0,6694.5,15.15,0.03,712.21,3689.1,251747,80283275,114,114,0,0,1,0,0,0,0,0,1,80.56,80.04,9.69,10.471170405918176
9100,21969,1,250000,2000.0,0,1.25,120,45.0,2000.02,500004300.0,5223.6,11.93,0.03,706.03,3060.53,204925,66416388,112,112,0,0,1,0,0,0,0,0,1,81.97,81.23,9.86,10.429727465234572
9101,21970,1,312500,2500.0,0,1.25,120,45.0,2500.14,781294375.0,6811.5,15.55,0.03,645.67,3752.97,228743,88205941,113,113,0,0,1,0,0,0,0,0,1,73.2,73.77,10.49,10.740864060171988
9102,21971,1,180000,1600.0,0,1.25,120,45.0,1440.0,259200000.0,5182.0,9.35,0.02,524.88,3473.36,185765,84159491,112,112,0,0,1,0,0,0,0,0,1,100.0,98.52,12.29,11.65877431747928
9103,21972,1,180000,1600.0,0,1.25,120,45.0,1440.0,259200000.0,5077.0,9.16,0.02,537.58,3618.35,196917,82914679,112,112,0,0,1,0,0,0,0,0,1,100.0,99.51,11.79,11.688432794326502
9104,21973,1,247000,2000.0,1,1.25,120,45.0,2000.02,494004248.4,6645.0,11.89,0.03,443.08,4989.19,228336,125774091,112,112,0,0,1,0,0,0,0,0,1,92.44,90.34,14.38,12.518856221946706
9105,21974,1,309475,2500.0,1,1.25,120,45.0,2500.14,773731445.45,7096.0,12.69,0.02,557.7,5081.07,292795,112531507,112,112,0,0,1,0,0,0,0,0,1,94.61,92.68,11.1,11.299451306885839
9106,21975,1,247500,2000.0,0,1.25,120,45.0,2000.02,495004257.0,5197.0,9.47,0.02,645.56,3764.06,235103,63431381,111,111,0,0,1,0,0,0,0,0,1,94.99,93.57,9.83,10.738768550782872
9399,19378,1,120000,1000.0,0,1.2,80,60.0,1000.01,120001068.0,525.0,7.39,0.0,1215.0,172.0,41325,5670000,70,70,0,0,1,0,0,0,0,0,1,34.44,35.68,4.2,4.352745331904649
